"acidity","residualSugar","density","pH","alcohol"
6.2,1.3,0.9956,3.77,9.5
5.6,4.5,0.9907,3.42,13.7
6.6,2.8,0.99,3.28,13.4
7.3,1.2,0.9918,3.2,11.3
8.1,0.9,0.9926,3.06,10
5.9,7.4,0.995,3.49,10.1
6.2,1.4,0.99,3.26,12.2
6.6,2.8,0.99,3.28,13.4
5.7,4.6,0.9946,3.31,9.3
5.6,4.5,0.9907,3.42,13.7
6.9,1.6,0.9898,3.09,12.3
7.3,1.2,0.9918,3.2,11.3
7.3,13.1,0.9986,3.04,8.9
7.3,13.1,0.9986,3.04,8.9
7,5.7,0.9928,3.19,11.5
7.3,13.1,0.9986,3.04,8.9
6.3,12.6,0.9979,3.17,9.3
7.4,5.4,0.994,3.3,11.1
7.1,2.2,0.9937,3.34,10.9
9,6.6,0.9938,2.9,11.6
6.3,6.9,0.9942,3.15,10.2
8.2,6.8,0.9944,3.01,10.5
7.1,3.6,0.993,2.91,11.4
7.3,13.1,0.9986,3.04,8.9
7.9,1.2,0.9932,3.14,10.6
7.1,5.9,0.9934,3.31,11.6
7,5.7,0.9928,3.19,11.5
6.9,4.1,0.9925,3.25,12.3
8.1,7.1,0.9944,3.14,10.8
5.8,1.4,0.9909,3.29,11.3
5.9,0.8,0.9932,3.36,9.3
6.6,1.3,0.9934,3.36,10
8.6,15.55,1.0001,3.04,11
6.9,1,0.992,3.13,10.2
7.6,1.6,0.9916,3.07,10.8
9.2,11.8,0.998,3.1,10.1
6.2,4.5,0.9919,3.27,11.6
5.3,1.1,0.9925,3.32,9.1
9.8,10,0.9977,3.06,10
8.1,7.1,0.9944,3.14,10.8
6.8,0.9,0.991,3.25,11.4
7.2,1,0.99,3.05,12.7
7.4,1.1,0.9917,3.13,11.3
8.2,1.1,0.9923,3,10.4
6.1,1.5,0.9928,3.3,9.6
7,1,0.9923,3,10.1
6.1,1.5,0.9928,3.3,9.6
6.5,2.9,0.9902,3.1,12.1
7.1,1.2,0.9893,3.07,12.2
7.4,1.1,0.9917,3.13,11.3
6.9,14.2,0.9982,3.17,9.6
8.5,17.85,1.0005,2.99,9.2
8.2,1.1,0.9923,3,10.4
6.3,7.1,0.9951,3.23,9.5
6.1,7.6,0.9956,3.16,8.9
7.2,13.6,0.998,3.03,8.8
7.2,1.4,0.9928,3.16,10.5
8,1.2,0.9938,3.08,9.4
7,5.3,0.9914,3.24,12.2
7.8,13,0.9955,3.14,11.3
8.3,4.45,0.9924,3.25,12.2
6.3,1.2,0.9911,3.38,12.2
7.4,1.2,0.9917,3.23,11.2
7.4,1.2,0.9917,3.23,11.2
6.9,6.6,0.9932,3.2,11.5
7.8,13,0.9955,3.14,11.3
7.2,1.1,0.9929,3.01,9.3
7.8,13,0.9955,3.14,11.3
7.6,14,0.9958,3.14,11.8
8.3,19.8,1.0012,2.99,9.2
6.9,11.2,0.9968,3,9.2
6.3,1.2,0.9911,3.38,12.2
8.3,4.45,0.9924,3.25,12.2
7.1,2.7,0.991,3.31,12.2
7.9,4.5,0.9946,3.24,10.6
8.5,3.6,0.9928,3.28,12.4
6.4,5.4,0.9946,3.56,10.8
7.4,1.2,0.9917,3.23,11.2
8.3,1.2,0.9918,3.06,11
8,9.1,0.9926,3.16,12.7
7,0.8,0.9931,3.46,10.2
6.9,6.6,0.9932,3.2,11.5
7.1,3,0.9903,3.13,12.3
6.5,1.6,0.9928,3.19,9.8
7.2,1.1,0.9929,3.01,9.3
7.6,14,0.9958,3.14,11.8
7.8,13,0.9955,3.14,11.3
7.8,1.35,0.9911,3.15,11.4
7,5.9,0.9938,3.21,10.8
6.9,3.6,0.9942,2.99,9.5
7.2,1.3,0.9945,3.46,10.2
7.1,8.7,0.9962,3.22,10.7
7.6,1.2,0.992,3.05,10.8
7.9,4.6,0.9927,2.99,11.5
7.7,2,0.9948,3.32,10.7
7.2,1.3,0.9945,3.46,10.2
6.6,1.7,0.9942,3.37,10.1
6.7,2.4,0.9952,3.62,10.4
6.9,3.6,0.9942,2.99,9.5
7.5,4.6,0.9958,3.14,9.1
7.4,1.5,0.9918,2.98,10.6
6.2,0.9,0.9932,3.3,9.4
6.7,19.4,1.0004,3.51,9.8
6.5,13.3,0.9972,3.18,9.5
7.9,17.85,0.9998,2.99,9.3
5.6,1.1,0.9918,3.55,10.3
7.5,1.3,0.9918,3.06,11.1
8,9.4,0.9964,3.14,10
8,9,0.9936,3.13,12.3
7.7,8.65,0.9931,3.14,12.4
7.6,9.6,0.9938,3.13,12.3
6.7,1.1,0.9934,3.41,10.4
6.8,1.2,0.99,3.13,12.1
7.7,1.8,0.9914,3.16,12.5
6.7,2.1,0.9904,3.22,13
7.4,9.3,0.994,2.99,11
8.3,1.7,0.9938,3.05,10.1
6.6,1.2,0.9933,3.13,9.2
6.8,4.6,0.9909,3.27,12.6
7,12.8,0.9942,3.26,12.2
9.2,1.5,0.9945,3.04,9.8
8.1,8.1,0.9954,3.1,11
7.8,7.5,0.996,3.22,10
6.8,14.5,0.9991,3.55,9.8
7.9,1.6,0.993,3.16,10.5
8,1.8,0.9942,3.23,10
8.8,3.2,0.9934,3.02,11.2
7.3,9.4,0.9939,2.99,11
7.3,9.9,0.9937,3.01,11.2
7.4,9.3,0.994,2.99,11
7.3,1.3,0.9926,3.14,10.5
8.2,9.6,0.9951,3.02,10.6
8.2,9.3,0.9952,3.02,10.6
8.4,7.8,0.9935,3.04,12
8.3,1.7,0.9938,3.05,10.1
8.3,1.7,0.9939,3.05,10.1
6.6,1.2,0.9933,3.13,9.2
6.9,1.4,0.9927,3.25,11
8,9,0.998,3.34,10
6.6,18.15,0.9997,3.28,8.7
7.2,12.5,0.9981,3.04,8.7
14.2,1.1,0.992,3.15,11.1
7.9,7.7,0.9954,3.04,11
7.4,1.1,0.992,3.15,11.1
6.6,18.15,0.9997,3.28,8.7
7.2,12.5,0.9981,3.04,8.7
8.1,8.1,0.9943,3.1,11.2
7.5,7.7,0.9941,3.14,11.1
7.3,5,0.9936,3.24,10.8
7.1,15.6,0.9996,3.38,9
8.5,1.5,0.9932,3.03,10.3
8.9,1,0.9926,2.91,9.9
8.1,1,0.9936,3.13,10
6,1,0.992,3.21,9.8
7.3,5,0.9936,3.24,10.8
7.1,15.6,0.9996,3.38,9
7.1,0.8,0.993,3.16,9.1
7.2,1.3,0.9924,3.23,10.6
7.3,1.1,0.9928,3.2,10.6
8.9,1,0.9926,2.91,9.9
7.9,5.2,0.9952,3.18,10.6
6.7,4.7,0.9945,3.13,9.9
6.7,4.8,0.9945,3.12,9.9
7.1,1.8,0.9903,3.34,12.8
8.5,1.5,0.9932,3.03,10.3
7.9,5.2,0.9953,3.18,10.6
6.6,1.2,0.9936,3.09,8.7
7.3,1.8,0.9912,3.32,12.6
6.9,7.6,0.9962,3.43,11
7.9,8.2,0.9965,3.29,11.2
6.9,1.3,0.9932,3.45,10.7
7.6,10,0.9967,3.08,9.6
7.9,5.2,0.9953,3.18,10.6
6.2,6.4,0.9963,3.27,9
8.8,1,0.992,2.96,10.5
7.8,1.8,0.991,3.29,12.8
9.1,2,0.9958,3.15,10.1
7.1,1.5,0.99,3.3,12.2
7.8,1.8,0.991,3.29,12.8
9.1,2,0.9958,3.15,10.1
8.5,3.5,0.9938,3.14,10.1
7.6,18.05,0.9996,3.06,9.2
7.5,1.8,0.9946,3.33,9.9
7.4,8.2,0.9974,3.52,9.7
6.7,5,0.9945,3.21,9.9
6.6,4.6,0.9946,3.21,9.9
7.4,8.2,0.9974,3.52,9.7
6.9,7,0.9957,3.54,10.3
7.8,3.1,0.9931,3.16,10.3
8.5,8.8,0.9947,2.88,10.5
6.8,2.4,0.9953,3.63,10.5
6.2,1.4,0.9931,3.32,9.8
7.1,1.8,0.9946,3.31,10.6
6.4,11.9,0.9978,3.58,10.1
7.6,13.4,0.9989,3.22,9
9.8,15.4,1.0004,3.18,9.5
9,7.2,0.9938,2.94,11.5
8.4,7.4,0.9934,3.03,11.9
6.4,11.9,0.9978,3.58,10.1
6.4,7.8,0.9956,3.21,9.2
7.3,13.5,0.9982,3.02,8.7
9.3,1.3,0.9948,3.11,9.8
6.4,7.8,0.9956,3.21,9.2
7.3,13.5,0.9982,3.02,8.7
7,1.5,0.9926,3.35,11.2
7.9,1.2,0.991,3.08,12.3
6.4,6.4,0.9945,3.34,10.4
6.8,1.2,0.9916,3.13,10.7
8.6,7.3,0.9953,3.13,10.5
7,3.8,0.9938,2.95,9.4
6.4,7.3,0.9956,3.24,9.2
6.6,2.7,0.9906,3.15,11.9
6.4,7.3,0.9956,3.24,9.2
6.3,1.4,0.9932,3.27,9.9
6.7,1.6,0.9914,3.11,11.4
7,3.8,0.9938,2.95,9.4
8.2,8,0.996,3.08,10.7
5.6,4.7,0.9906,3.28,12.7
5.6,1.9,0.98815,3.32,13.5
6.7,2.8,0.9942,3.24,9.5
7.1,2.2,0.9903,3.37,12.9
7.5,1.7,0.9906,3.07,12.5
5.8,4.9,0.9935,3.34,9.5
6.9,23.5,1.0024,2.98,8.6
8.1,11.8,0.9968,3.09,10
7.5,1.7,0.9906,3.07,12.5
8.2,5.2,0.9941,3.12,10.1
7.8,3.2,0.9919,3.03,11.3
8,1.5,0.9928,3.26,10.6
8,11.7,0.9958,3.14,10.8
7.5,1.6,0.9932,3.4,10.7
6.9,7.3,0.9957,3.09,9
6.2,1.6,0.9937,3.22,9.2
6.4,13.3,0.9982,3.14,8.5
6.2,6,0.9928,3.41,11.3
7.8,3.2,0.9919,3.03,11.3
8.9,1.6,0.9956,3.13,9.4
6.5,7.7,0.9957,3.11,8.7
7,5.9,0.9954,3.36,9.4
9,1,0.993,3.09,10.5
6.4,6.4,0.9954,3.38,9.7
9,10.4,0.9987,3.31,10.2
8.9,1.6,0.9956,3.13,9.4
8.2,3.5,0.9928,3.19,11.5
7.8,7.7,0.9951,2.94,9.6
6.9,1.8,0.993,3.23,11.4
8.2,3.5,0.9928,3.19,11.5
7.1,6.5,0.9926,3.41,12.2
7.4,6.7,0.9938,3.2,11
8.3,16.8,1.0001,3.03,9.2
7.5,1.6,0.9933,3.26,10.2
7.8,7,0.9952,3.21,10
8.1,1.2,0.9934,3.13,9.7
7.6,13,0.9988,2.96,9.2
7.9,3.8,0.993,3.1,10.5
7.8,7,0.9952,3.21,10
6.4,7.5,0.9948,3.27,10.1
7.3,15.55,0.9998,3.42,9.1
8.1,12.3,0.9971,3.09,10.2
7.3,15.55,0.9998,3.42,9.1
7.5,9.4,0.9962,3.17,10.5
6.4,7.5,0.9948,3.27,10.1
7.8,1.2,0.99,3.05,12.1
7.1,1.6,0.9942,3.4,10.2
6.9,1.6,0.9965,3.65,9.4
7.6,3.95,0.9912,3.08,12.8
6.4,12.8,0.9978,3.12,9
8.2,1,0.9928,3.24,10.9
7.9,31.6,1.0103,3.15,8.8
6.6,7.4,0.9956,3.11,9
7.8,1.3,0.9936,3.09,10.2
5.8,1.1,0.9929,3.19,9.2
7.8,7.8,0.9966,3.26,11.3
6.6,7.7,0.9964,3.12,8.8
6.6,7.7,0.996,3.16,9.3
6.6,7.8,0.9959,3.17,9.4
6.7,8.3,0.9954,3.23,10.3
6.7,1.4,0.9914,2.92,10.8
7.9,31.6,1.0103,3.15,8.8
8.1,15.4,1.0004,3.27,9
6.5,1,0.9911,3.41,11.5
7.8,1,0.9938,3.25,10.8
8.8,5.9,0.9927,2.95,11.8
7.9,1.2,0.9922,3.12,10.5
7.1,1.2,0.9924,3.14,9.9
7.8,6.7,0.9963,3.2,9.8
7,6.5,0.9936,3.4,11.4
6.6,4.8,0.9951,3.2,9.3
6.6,5.3,0.9951,3.2,9.3
6.8,8.9,0.9955,3.3,10.3
6.2,8.8,0.9961,3.17,8.9
7,6.5,0.9936,3.4,11.4
7.3,1.8,0.992,3.11,11.1
6.2,6.6,0.9944,3.36,10.4
6.4,5.7,0.9944,3.33,10.1
7.6,18.35,1.0008,3.22,9
6.3,10,0.9962,3.74,11.9
7.2,14.4,0.9986,3.12,9
7.2,14.4,0.9986,3.12,9
7.3,17.85,1,3.06,9.1
7.2,14.4,0.9986,3.12,9
7.4,9.4,0.9982,3.46,10
7.3,17.85,1,3.06,9.1
6.7,1.55,0.9949,3.55,9.4
7.1,1.3,0.9915,3.27,11.4
9,1.5,0.9951,3.11,9.7
7.2,14.4,0.9986,3.12,9
7,4.2,0.9927,3.28,11.8
6.7,8.6,0.9955,3.25,10.2
7.7,1.4,0.9952,3.37,9.2
7.2,3,0.9928,3.25,11
8.5,14.9,0.9982,3.08,10
6.9,2,0.9914,3.32,12.2
7,4.2,0.9927,3.28,11.8
6.3,2.2,0.9918,3.38,11.6
6.7,1.8,0.9944,3.44,10.2
7.9,11.1,0.9969,3.14,10.3
6.5,4.2,0.9955,3.25,8.6
6.7,6.4,0.9954,3.16,9.6
6.7,6.4,0.9955,3.16,9.6
6.6,1.5,0.9921,3.41,11.3
6.4,1.5,0.9934,3.41,9.9
6.8,16.95,0.9998,3.45,9.6
7,1.7,0.9946,3.36,10.6
6.8,13.6,0.9984,3.44,9.8
8.1,1.6,0.9924,3.08,10.5
7,6.1,0.9939,3.24,10.8
7.9,3,0.995,3.22,10
6.6,6.2,0.9957,3.3,10.1
6.8,6.6,0.9953,3.07,9.4
6.5,1.6,0.9912,3.32,11.5
7,6,0.9939,3.26,10.8
6.8,1.5,0.9921,3.1,9.9
9.3,1.7,0.9954,3.16,9
5.8,1.8,0.9933,3.38,9.4
7.6,2.6,0.9941,3.46,10.8
8.2,2.7,0.995,3.5,10.9
7.5,19.5,0.9977,3.24,12
6.5,1.6,0.9912,3.32,11.5
7,5,0.9945,3.47,10.5
6.9,4.6,0.9952,3.29,9.3
7,6.4,0.9924,3.23,11.8
7.6,14.5,0.9986,3.48,10
6.8,6.6,0.9953,3.07,9.4
7.5,6.7,0.9939,3.2,11.4
9.2,1.1,0.9929,2.94,10.4
8.7,13.8,0.9988,3.36,9.5
6.6,2.5,0.9906,3.14,11.9
8.1,1.1,0.9914,2.99,11.1
6.9,9.6,0.9978,3.39,9.6
8,4.6,0.9928,3.29,12
6.1,3.1,0.9948,3.14,8.7
6.9,9.6,0.9978,3.39,9.6
7.5,1.8,0.9946,3.24,10
8.4,1.05,0.9908,2.91,11.4
6.6,6.5,0.9954,3.14,9.6
7.7,2,0.9906,3.18,12.9
6.3,14.9,0.99705,3.14,9.7
8.3,10,0.9982,3.23,9.3
6.6,1.1,0.9932,3.1,9.1
6.1,12,0.9977,3.16,8.6
7.5,4.8,0.994,3.14,9.9
8.3,10,0.9982,3.23,9.3
8,1.2,0.9929,3.28,10.9
6.1,1.5,0.9924,3.2,10.2
7.4,10.4,0.9966,3.11,9.7
6.7,2.5,0.9921,3.38,11.4
6.1,12.3,0.9967,3.24,9.5
7.4,1.4,0.9934,3.42,10.2
6.4,2.2,0.9914,3.31,11.1
6.3,14.9,0.99705,3.14,9.7
6.7,8,0.9961,3.22,9.3
6.9,8.6,0.9967,3.17,8.8
9.6,1.2,0.9926,2.8,10.6
6.6,8.7,0.99605,3.17,9.3
6.4,5.4,0.99435,3.31,10.2
8,5.7,0.9948,3.16,10.2
6.4,1.5,0.9916,3.46,11
7.3,10.9,0.997,3.4,9.6
6.7,8,0.9961,3.22,9.3
6.9,8.6,0.9967,3.17,8.8
6.6,7.7,0.9961,3.17,8.8
7.4,1.7,0.9955,3.28,8.9
6.6,1.4,0.9922,3.17,10
7.7,4.5,0.9918,3.16,12.2
7.8,9.9,0.9955,3.04,10.9
6.5,1.4,0.9941,3.34,9.5
7.8,9.5,0.9955,3.04,10.9
7.8,9.9,0.9955,3.04,10.9
6.9,3,0.9924,3.16,10.8
7.7,19.6,0.9973,3.24,12
6.6,14,0.999,3.56,9.8
6.5,1.4,0.9941,3.34,9.5
6.4,1.8,0.9922,3.42,11
6.4,1.8,0.9922,3.42,11
8.4,5.4,0.9953,3.24,9.8
6.1,1.8,0.9945,3.49,10.5
8.5,9.25,0.9945,3.05,11.4
8.7,1.5,0.9957,3.27,10.1
6.7,6.8,0.9932,3.33,11.6
8.5,9.25,0.9945,3.05,11.4
7.4,2.6,0.9913,3.07,11.8
7.2,2.1,0.9909,3.33,12.1
8.2,7.6,0.9939,3.16,12
7.8,1.6,0.991,3.08,12.1
9.4,1.4,0.9954,3.15,9.1
6.4,1.6,0.9943,3.36,9.3
7.8,1.4,0.993,3.2,10.4
7.4,17.95,1.0002,3.27,9.1
6.6,2,0.9946,3.32,9.4
6.7,6.3,0.9953,3.16,9.6
7.1,1.4,0.9918,3.19,12
6.9,9.05,0.9936,3.27,11.3
6.8,15.4,0.9984,3.06,8.7
6.4,7.1,0.9956,3.39,9.9
7.6,10.2,0.9966,3.08,9.3
9.4,1.6,0.9942,3.07,9.5
6.8,15.4,0.9984,3.06,8.7
6.4,7.1,0.9956,3.39,9.9
7.6,10.2,0.9966,3.08,9.3
7.5,12.4,0.9974,3.16,9.4
7.6,3.4,0.9944,3.15,9.4
8.8,15,1.0008,3.28,8.8
7.5,12.4,0.9974,3.16,9.4
8.8,15,1.0008,3.28,8.8
6.6,1.5,0.9928,3.18,9.9
7.6,3.4,0.9944,3.15,9.4
5.6,4.8,0.9908,3.29,12.6
7.2,1.2,0.9917,3.19,11.1
8.2,4.1,0.9911,3,12.8
6.8,2.8,0.9912,3.09,12
6.7,13.9,0.9953,3.36,12
7.2,0.8,0.9932,3.19,9.2
6,1,0.9896,3.38,12.3
6.8,1.2,0.9889,3.19,13
6.8,2.8,0.9912,3.09,12
7.4,1.7,0.9926,3.07,10.9
8.2,4.1,0.9911,3,12.8
7.3,6.3,0.9964,3.36,10
6.5,11.5,0.9974,3.22,9
7.1,1.5,0.9944,3.42,10.4
6.5,11.5,0.9974,3.22,9
7.3,6.3,0.9964,3.36,10
7.3,6.3,0.9963,3.36,10
7.7,11.2,0.9948,3.12,11.3
7.7,11.2,0.9948,3.12,11.3
7.4,15.1,0.9953,3.13,12
7.7,11.2,0.9948,3.12,11.3
7.4,15.1,0.9953,3.13,12
6.4,5.6,0.9949,3.6,10.6
8,12.6,0.9988,2.99,9.3
7,5.7,0.9954,3.04,9.4
7.2,2.2,0.992,3.27,11
6.5,11,0.9984,3.44,9.3
7,5.7,0.9954,3.04,9.4
6.9,1,0.9926,3.42,10.5
7.2,2.2,0.992,3.27,11
8.2,11.8,0.9976,3.07,9.5
8.3,7.8,0.9972,3.33,11.2
6.1,4.7,0.991,3.29,12.3
7.4,11.5,0.998,3.27,9
7.6,7.9,0.9966,3.07,9
7.4,11.5,0.998,3.27,9
8.7,17.8,1.0007,2.98,9
7,1.7,0.992,3.25,11.4
7.1,1.6,0.9925,3.2,11
6.1,4.7,0.991,3.29,12.3
6.4,1.6,0.9934,3.6,10.4
8.3,2.4,0.9955,3.28,10.3
6.8,6.4,0.9944,3.29,10.5
8,14,0.9981,3.14,9.8
10,1.6,0.9968,3.11,10
8.9,1.6,0.9946,3.14,9.7
8.9,1.4,0.9946,3.13,9.7
8,14,0.9981,3.14,9.8
6.7,4.7,0.9946,3.32,10.5
7.8,10.2,0.997,3.14,10
7.3,2.3,0.9924,3.24,11.5
6.6,7.8,0.9958,3.24,9.5
7.1,2.4,0.994,3.43,10.5
7.6,8.3,0.9958,3.12,10.2
7.6,13.9,0.9984,3.34,9.8
6.9,13.8,0.9948,3.1,11.6
7.4,7.3,0.9932,3.15,11.8
8.2,8.5,0.9952,3.04,10.1
6.3,1.8,0.9924,3.31,10.3
7,5.1,0.9945,3.34,10.4
5.8,16.05,0.9976,3.09,8.9
5.8,16.05,0.9976,3.09,8.9
7.9,7.35,0.9938,3.06,10.8
6.6,16.05,0.9997,3.38,9.2
8,2,0.994,3.18,9.6
8,1.2,0.9921,3.08,10.4
8,14,0.9986,3.03,8.7
7.2,16.2,0.9987,3.06,9.2
7.7,14.3,0.9991,3.18,9.2
7.2,16.2,0.9987,3.06,9.2
7.7,14.3,0.9991,3.18,9.2
7.7,14.3,0.9991,3.18,9.2
6.4,7.9,0.9948,3.4,10.2
7.2,16.2,0.9987,3.06,9.2
7,1,0.993,3.2,9
7.3,13.6,0.9988,3.37,9.7
7.2,17.85,1,3.34,9.6
7.6,1.3,0.9932,3.14,10
7.7,14.3,0.9991,3.18,9.2
7.6,13.7,0.9989,3.18,9.1
6.8,18.3,1,3.3,8.7
6.8,18.3,1,3.3,8.7
6.8,6.5,0.9952,3.14,9.5
7.9,10.3,0.9969,2.93,9.5
7.5,8.1,0.9966,2.9,8.9
7.5,8.1,0.9966,2.9,8.9
7.2,8.6,0.9976,3.29,9.9
6.7,1.9,0.99,3.29,12.6
10,14.1,0.9988,2.72,9.7
7.4,7.9,0.9942,2.96,10.4
8.8,10.7,0.9984,2.93,9.1
7.8,1.2,0.9932,3.01,10.4
7.9,10.3,0.9969,2.93,9.5
7.5,8.1,0.9966,2.9,8.9
6,1.9,0.9933,3.16,10.6
7.9,2.7,0.9916,3.12,12
7.2,5.7,0.9914,2.93,12.5
7.6,9.3,0.9966,3.21,9.6
6.6,8.1,0.9958,3.08,9.2
7.1,1.3,0.9926,3.04,9.9
7.9,8.5,0.9939,2.96,11.7
8.3,2.1,0.9953,3.09,9.6
6.8,3.5,0.9906,3,12
7.2,5.7,0.9914,2.93,12.5
6.6,8.1,0.9958,3.08,9.2
7.1,1.3,0.9926,3.04,9.9
6.6,14.4,0.9991,3.17,8.9
7.3,13.7,0.9994,3.24,9
8.1,11.1,0.9976,3.03,10.2
7.6,9.3,0.9966,3.21,9.6
7,4.9,0.9953,3.29,9.4
8.2,1.7,0.9923,2.97,10.4
7.6,1.6,0.993,3.15,10.4
6.3,1.4,0.9931,3.16,10
6.3,1.4,0.9932,3.16,10
7.1,1.6,0.9926,3.05,10.5
7,6.8,0.9938,3.23,11.4
8.8,9.7,0.9966,3.08,10.2
9.2,10.5,0.9974,3.04,10.4
7.1,2,0.9924,3.24,11
9.2,6.2,0.9948,2.89,10.1
7.2,8.3,0.9964,3,9.2
6.8,1.6,0.9924,3.23,10.3
8.8,9.7,0.9966,3.08,10.2
9.2,10.5,0.9974,3.04,10.4
7.3,4.6,0.9938,3.23,11.1
7.2,1.2,0.9928,3.33,9.9
6.8,7.6,0.9959,3.14,9
8.3,15,1.0001,2.93,8.6
6.8,7.6,0.9959,3.14,9
8.3,15,1.0001,2.93,8.6
6.3,11.6,0.9968,3.18,9.5
6,1.1,0.9932,3.02,9
8.1,7.8,0.9954,2.99,10
6.4,12,0.9992,3.6,9
5.7,1.1,0.9932,3.02,9
7.2,1.4,0.9939,3.34,10.2
6.7,6.7,0.9952,3.04,9.6
8,17.2,0.9996,2.96,9.7
9.9,1.4,0.9966,3.02,10.2
8.1,8.2,0.9925,3.01,13
8.1,4.3,0.996,3.37,10.8
8,17.2,0.9996,2.96,9.7
6.4,11.1,0.9973,2.89,9
7.2,1.1,0.9937,3.37,9.9
7,7.2,0.9966,3.29,9.2
7.4,16.6,1.0017,2.96,8.7
8.5,1,0.993,2.79,10.1
8.5,1,0.993,2.79,10.1
9.5,1.3,0.9959,2.9,9.5
8.2,1.4,0.9958,3.17,9.9
7.4,16.6,1.0017,2.96,8.7
6.8,6.9,0.9958,3.19,9
6.8,13.3,0.9979,3.03,8.6
7.4,8.1,0.9941,3.12,10.5
8,9.2,0.997,3.09,9.5
7.6,1.4,0.9934,3.43,10.1
6.3,3.2,0.9927,3.53,11.7
8.3,2.5,0.9944,3.23,10.7
6.3,3.2,0.9927,3.53,11.7
7.6,4.5,0.9963,3.15,9.2
7.5,18.35,1.0011,3.17,8.8
7.5,18.35,1.0011,3.17,8.8
6.8,7.8,0.9959,3.24,9.5
6.8,7,0.9973,3.57,10.2
8.4,6.3,0.9966,3.25,9.1
7.9,1.2,0.9932,3.19,10.5
7.5,12.8,0.9984,3.09,9
7.6,14.2,0.999,3.14,8.9
7.6,14.2,0.999,3.14,8.9
7.6,14.2,0.999,3.14,8.9
7.6,14.2,0.999,3.14,8.9
7.6,14.2,0.999,3.14,8.9
8.1,16.65,1.0006,3.2,9.1
7.6,1.9,0.9937,3.2,10.1
8.1,7.7,0.9954,3.12,10
8,10.4,0.997,3.11,9.5
7.1,3.3,0.9912,3.08,12.3
6.4,1.1,0.9939,3.24,9.1
7.6,14.2,0.999,3.14,8.9
7,6.3,0.9957,3.5,9.6
7.4,5.25,0.9926,3.13,11.6
7,14.6,0.9994,3.34,8.8
8.4,11.8,1.0004,3.34,8.9
7,14.6,0.9994,3.34,8.8
8.4,11.8,1.0004,3.34,8.9
8.4,11.8,1.0004,3.34,8.9
7.3,17.3,1.0002,3.13,9
6.8,1.4,0.9922,3.19,10
6.7,1.3,0.9922,3.18,10
7.6,1.6,0.9934,3.36,11.1
7.4,5.25,0.9926,3.13,11.6
7.4,2.4,0.9941,3.42,10.6
7,14.6,0.9994,3.34,8.8
8.4,11.8,1.0004,3.34,8.9
5.6,1.5,0.9924,3.34,10.1
7.2,1.8,0.9948,3.52,10
8,7.7,0.9935,3.18,12.2
7,2,0.9918,3.23,11
7.2,1.8,0.9948,3.52,10
6.8,1.4,0.9924,3.37,11.1
6.6,16.7,0.9979,3.22,10.4
9,8.1,0.993,2.94,11.8
6.9,8,0.994,3.11,10.8
6.3,4.7,0.991,3.3,12.5
9,8.1,0.993,2.94,11.8
7,2.1,0.9922,3.25,11.6
6.6,16.7,0.9979,3.22,10.4
7.7,6.4,0.9937,3.19,11.5
6.3,1.5,0.9928,3.23,10.1
7.6,7.6,0.9965,3.11,9.2
6.3,1.5,0.9928,3.23,10.1
8,12.4,0.9991,3.07,9.2
7.5,1.3,0.9948,3.08,8.9
6.4,1.7,0.9925,3.09,10.1
6.9,8.1,0.9958,3.13,8.9
8.9,7.1,0.9962,3.1,9.7
7.6,7.6,0.9965,3.11,9.2
9.5,2.3,0.9951,3.06,11
7.6,6.5,0.9944,3.14,10.7
6.5,1.4,0.9916,3.24,10.8
7.2,12.7,0.9987,3.41,9.8
7.9,1.6,0.9928,3.25,11
8.8,1.1,0.9926,2.97,10.4
5.7,1.2,0.9934,3.8,10.2
7.6,6.5,0.9944,3.14,10.7
5.5,4.6,0.9949,3.34,9
8.7,0.6,0.9926,3.08,10.6
6.7,10.6,0.997,3.22,9.5
5.5,4.6,0.9949,3.34,9
5.6,4.8,0.9948,3.34,9.2
7.4,2.7,0.992,2.97,11
5.7,12.6,0.9964,3.28,9.9
8.7,0.6,0.9926,3.08,10.6
8.3,9.2,0.9982,3.38,9.3
6.8,6.6,0.9955,3.14,9.6
6.8,7,0.9955,3.14,9.5
6.3,8.45,0.9958,3.39,9.7
11.8,11.1,0.9997,2.93,9.7
6.8,18.15,1.0001,3.3,8.7
6.8,18.15,1.0001,3.3,8.7
8.6,4.1,0.9918,3.01,12.4
8.6,4.1,0.9918,3.01,12.4
7.3,4.6,0.9931,3.07,10.6
6.8,18.15,1.0001,3.3,8.7
6.7,4.9,0.9926,3.36,12
7.3,8.3,0.9966,3.12,9
5.7,1.4,0.9932,3.13,8.8
6.8,11.5,0.9969,3.22,9.5
6.7,1.8,0.9925,3.32,10.8
6.9,1.6,0.9914,3.16,11.4
7.6,2.4,0.996,3.6,10.3
6.6,4.9,0.9952,3.3,9.5
7.8,1.8,0.9934,3.15,9.9
7.7,4.3,0.9939,3.16,10.2
7.6,4.4,0.9939,3.16,10.2
5.7,1.4,0.9906,3.44,11
7.1,1.6,0.9901,3.22,12.1
7.3,1.3,0.9948,3.26,9.1
6.5,5.2,0.995,3.26,9.5
6.6,5.6,0.9953,3.27,9.5
6.6,5.3,0.9953,3.31,9.8
6.6,4.9,0.9952,3.3,9.5
7.6,2.4,0.996,3.6,10.3
6.8,1.6,0.9948,3.3,9.6
7,2.1,0.9951,3.52,10.2
5.9,1.4,0.9931,3.68,10.5
